question,evaluation,word_tokens,sentiment
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,herbivores,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,quickies,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,readimg,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,type,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,assuming,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,type,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,type,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,vegetative,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eaters,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,foragers,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eating,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plants,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,grasses,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,grazers,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,forage,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,destroying,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,life,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,grazers,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,vegetation,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,books,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,dont,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,idea,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,heard,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,hyraxes,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,type,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,feeders,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,land,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,scavenging,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,rodents,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,mammals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,food,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eating,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,modern,positive
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,modern,positive
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,easy,positive
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,mistake,negative
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,read,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,foragers,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,rabbits,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,forage,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,food,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,grazing,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,leaves,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,hard,negative
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,graze,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,grasses,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,leafy,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,materials,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,unusual,negative
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,names,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,confusing,negative
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,absorb,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,paragraph,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,introduced,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,gradually,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,visual,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,cues,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,nomads,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,clue,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animal,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,food,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,nibbling,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,insects,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plants,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,herbivores,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,vegetation,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,don’t,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,foragers,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animal,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,nibbles,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,vegetation,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,low,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,ground,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,search,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,roots,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,forest,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,search,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,food,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plants,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,ground,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,creatures,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,eat,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,plant,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,material,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,daily,NA
"Fayum text only 3: What do you think ""browsers"" are?",Evaluation A,animals,NA
